,fname1,fname2,distance,runtime
1862,K00164_sankoff.gr,K00164_sankoff.gr,0,0.002254486083984375
1863,K00164_sankoff.gr,K03636_fitch.gr,7,0.0022344589233398438
1864,K00164_sankoff.gr,K02257_fitch.gr,5,0.0017616748809814453
1865,K00164_sankoff.gr,K21636_sankoff.gr,5,0.0015943050384521484
1866,K00164_sankoff.gr,K01638_sankoff.gr,3,0.0012760162353515625
1867,K00164_sankoff.gr,K01255_sankoff.gr,5,0.002630472183227539
1868,K00164_sankoff.gr,K00228_sankoff.gr,1,0.0025408267974853516
1869,K00164_sankoff.gr,K02276_sankoff.gr,2,0.0018777847290039062
1870,K00164_sankoff.gr,K02823_sankoff.gr,3,0.0016510486602783203
1871,K00164_sankoff.gr,K02276_genesis.gr,2,0.0014319419860839844
1872,K00164_sankoff.gr,K01669_fitch.gr,7,0.0012826919555664062
1873,K00164_sankoff.gr,K01669_sankoff.gr,4,0.0014958381652832031
1874,K00164_sankoff.gr,K03074_sankoff.gr,1,0.001455545425415039
1875,K00164_sankoff.gr,K07133_sankoff.gr,8,0.002510547637939453
1876,K00164_sankoff.gr,K08303_sankoff.gr,5,0.0018985271453857422
1877,K00164_sankoff.gr,K03636_genesis.gr,2,0.0014495849609375
1878,K00164_sankoff.gr,K04068_sankoff.gr,6,0.0013625621795654297
1879,K00164_sankoff.gr,K02275_genesis.gr,2,0.0020494461059570312
1880,K00164_sankoff.gr,K00632_fitch.gr,8,0.0023353099822998047
1881,K00164_sankoff.gr,K13628_fitch.gr,0,0.002501249313354492
1882,K00164_sankoff.gr,K00254_fitch.gr,5,0.0015513896942138672
1883,K00164_sankoff.gr,K00164_genesis.gr,0,0.0014119148254394531
1884,K00164_sankoff.gr,K01011_genesis.gr,3,0.0012624263763427734
1885,K00164_sankoff.gr,K00135_sankoff.gr,9,0.0026950836181640625
1886,K00164_sankoff.gr,K01772_genesis.gr,4,0.002450704574584961
1887,K00164_sankoff.gr,K06886_fitch.gr,5,0.001928567886352539
1888,K00164_sankoff.gr,K02259_sankoff.gr,3,0.0014834403991699219
1889,K00164_sankoff.gr,K21636_fitch.gr,9,0.0013575553894042969
1890,K00164_sankoff.gr,K02257_genesis.gr,1,0.0013697147369384766
1891,K00164_sankoff.gr,K03179_sankoff.gr,6,0.002465486526489258
1892,K00164_sankoff.gr,K00627_genesis.gr,1,0.002362489700317383
1893,K00164_sankoff.gr,K07133_fitch.gr,11,0.0017893314361572266
1894,K00164_sankoff.gr,K01255_fitch.gr,11,0.0014066696166992188
1895,K00164_sankoff.gr,K02221_fitch.gr,9,0.0013606548309326172
1896,K00164_sankoff.gr,K08303_fitch.gr,12,0.0013957023620605469
1897,K00164_sankoff.gr,K01011_fitch.gr,7,0.0015194416046142578
1898,K00164_sankoff.gr,K07152_fitch.gr,3,0.0022461414337158203
1899,K00164_sankoff.gr,K00228_genesis.gr,1,0.0019190311431884766
1900,K00164_sankoff.gr,K00162_sankoff.gr,4,0.0016167163848876953
1901,K00164_sankoff.gr,K03737_sankoff.gr,2,0.0014073848724365234
1902,K00164_sankoff.gr,K07146_genesis.gr,4,0.0012557506561279297
1903,K00164_sankoff.gr,K03667_genesis.gr,5,0.0014700889587402344
1904,K00164_sankoff.gr,K03635_genesis.gr,2,0.0015654563903808594
1905,K00164_sankoff.gr,K00262_genesis.gr,2,0.003861665725708008
1906,K00164_sankoff.gr,K17828_fitch.gr,10,0.002867460250854492
1907,K00164_sankoff.gr,K01255_genesis.gr,1,0.0017037391662597656
1908,K00164_sankoff.gr,K01772_sankoff.gr,5,0.0015361309051513672
1909,K00164_sankoff.gr,K00573_fitch.gr,3,0.0037603378295898438
1910,K00164_sankoff.gr,K01589_sankoff.gr,6,0.003252744674682617
1911,K00164_sankoff.gr,K01419_sankoff.gr,5,0.0022897720336914062
1912,K00164_sankoff.gr,K06886_sankoff.gr,3,0.0014903545379638672
1913,K00164_sankoff.gr,K01493_genesis.gr,1,0.0014629364013671875
1914,K00164_sankoff.gr,K03074_fitch.gr,10,0.004106283187866211
1915,K00164_sankoff.gr,K21636_genesis.gr,3,0.0027611255645751953
1916,K00164_sankoff.gr,K03179_fitch.gr,6,0.0017542839050292969
1917,K00164_sankoff.gr,K08303_genesis.gr,3,0.0015294551849365234
1918,K00164_sankoff.gr,K00228_fitch.gr,1,0.0012662410736083984
1919,K00164_sankoff.gr,K07133_genesis.gr,8,0.0012557506561279297
1920,K00164_sankoff.gr,K01903_fitch.gr,8,0.0012516975402832031
1921,K00164_sankoff.gr,K02257_sankoff.gr,3,0.001224517822265625
1922,K00164_sankoff.gr,K03635_sankoff.gr,5,0.001247406005859375
1923,K00164_sankoff.gr,K00627_fitch.gr,5,0.0012764930725097656
1924,K00164_sankoff.gr,K01493_fitch.gr,7,0.0012488365173339844
1925,K00164_sankoff.gr,K02823_fitch.gr,10,0.0012612342834472656
1926,K00164_sankoff.gr,K07152_genesis.gr,3,0.004202842712402344
1927,K00164_sankoff.gr,K03636_sankoff.gr,5,0.003000974655151367
1928,K00164_sankoff.gr,K02259_genesis.gr,1,0.001373291015625
1929,K00164_sankoff.gr,K00161_genesis.gr,4,0.001371622085571289
1930,K00164_sankoff.gr,K01011_sankoff.gr,4,0.0015048980712890625
1931,K00164_sankoff.gr,K01724_fitch.gr,4,0.0024538040161132812
1932,K00164_sankoff.gr,K03667_fitch.gr,5,0.0019750595092773438
1933,K00164_sankoff.gr,K00135_genesis.gr,4,0.0013651847839355469
1934,K00164_sankoff.gr,K00573_sankoff.gr,3,0.0013518333435058594
1935,K00164_sankoff.gr,K01903_genesis.gr,5,0.0012857913970947266
1936,K00164_sankoff.gr,K03737_fitch.gr,11,0.002690553665161133
1937,K00164_sankoff.gr,K13628_sankoff.gr,0,0.0026090145111083984
1938,K00164_sankoff.gr,K06886_genesis.gr,1,0.0018491744995117188
1939,K00164_sankoff.gr,K04068_genesis.gr,3,0.0013594627380371094
1940,K00164_sankoff.gr,K02275_fitch.gr,4,0.0014879703521728516
1941,K00164_sankoff.gr,K01638_fitch.gr,5,0.0012722015380859375
1942,K00164_sankoff.gr,K07152_sankoff.gr,3,0.002682924270629883
1943,K00164_sankoff.gr,K01724_sankoff.gr,4,0.0024824142456054688
1944,K00164_sankoff.gr,K01493_sankoff.gr,2,0.0018696784973144531
1945,K00164_sankoff.gr,K00161_sankoff.gr,4,0.0014159679412841797
1946,K00164_sankoff.gr,K17828_genesis.gr,2,0.0015075206756591797
1947,K00164_sankoff.gr,K02823_genesis.gr,2,0.0012693405151367188
1948,K00164_sankoff.gr,K17828_sankoff.gr,3,0.002557516098022461
1949,K00164_sankoff.gr,K00164_fitch.gr,0,0.0024547576904296875
1950,K00164_sankoff.gr,K02274_fitch.gr,4,0.0018963813781738281
1951,K00164_sankoff.gr,K00632_genesis.gr,3,0.0013668537139892578
1952,K00164_sankoff.gr,K03980_genesis.gr,1,0.0014319419860839844
1953,K00164_sankoff.gr,K00627_sankoff.gr,3,0.0016429424285888672
1954,K00164_sankoff.gr,K02274_genesis.gr,2,0.002404451370239258
1955,K00164_sankoff.gr,K03635_fitch.gr,7,0.0022046566009521484
1956,K00164_sankoff.gr,K07146_fitch.gr,4,0.0017862319946289062
1957,K00164_sankoff.gr,K03820_sankoff.gr,4,0.0014293193817138672
1958,K00164_sankoff.gr,K00135_fitch.gr,12,0.0014045238494873047
1959,K00164_sankoff.gr,K01669_genesis.gr,3,0.0022649765014648438
1960,K00164_sankoff.gr,K03179_genesis.gr,6,0.0023279190063476562
1961,K00164_sankoff.gr,K00162_genesis.gr,4,0.0019941329956054688
1962,K00164_sankoff.gr,K00161_fitch.gr,4,0.0015909671783447266
1963,K00164_sankoff.gr,K13628_genesis.gr,0,0.0015060901641845703
1964,K00164_sankoff.gr,K01724_genesis.gr,4,0.0012772083282470703
1965,K00164_sankoff.gr,K03980_fitch.gr,9,0.0029642581939697266
1966,K00164_sankoff.gr,K02221_sankoff.gr,3,0.00234222412109375
1967,K00164_sankoff.gr,K03820_fitch.gr,10,0.0019788742065429688
1968,K00164_sankoff.gr,K01903_sankoff.gr,6,0.0014019012451171875
1969,K00164_sankoff.gr,K02259_fitch.gr,5,0.001697540283203125
1970,K00164_sankoff.gr,K00632_sankoff.gr,4,0.001268148422241211
1971,K00164_sankoff.gr,K03820_genesis.gr,1,0.002641439437866211
1972,K00164_sankoff.gr,K06980_genesis.gr,2,0.002412080764770508
1973,K00164_sankoff.gr,K04068_fitch.gr,10,0.0019421577453613281
1974,K00164_sankoff.gr,K01589_genesis.gr,5,0.0015552043914794922
1975,K00164_sankoff.gr,K01772_fitch.gr,9,0.001972198486328125
1976,K00164_sankoff.gr,K00254_sankoff.gr,5,0.0027589797973632812
1977,K00164_sankoff.gr,K00162_fitch.gr,4,0.002703428268432617
1978,K00164_sankoff.gr,K02274_sankoff.gr,2,0.0025076866149902344
1979,K00164_sankoff.gr,K03667_sankoff.gr,5,0.0017192363739013672
1980,K03636_fitch.gr,K00262_sankoff.gr,9,0.0014622211456298828
1981,K03636_fitch.gr,K00254_genesis.gr,8,0.0027997493743896484
1982,K03636_fitch.gr,K01419_fitch.gr,8,0.0029675960540771484
1983,K03636_fitch.gr,K01638_genesis.gr,7,0.002183198928833008
1984,K03636_fitch.gr,K02276_fitch.gr,7,0.0017273426055908203
1985,K03636_fitch.gr,K00573_genesis.gr,6,0.0016007423400878906
1986,K03636_fitch.gr,K07146_sankoff.gr,5,0.0021240711212158203
1987,K03636_fitch.gr,K00262_fitch.gr,17,0.002759695053100586
1988,K03636_fitch.gr,K06980_fitch.gr,7,0.0022995471954345703
1989,K03636_fitch.gr,K01419_genesis.gr,8,0.0023505687713623047
1990,K03636_fitch.gr,K03980_sankoff.gr,7,0.0014586448669433594
1991,K03636_fitch.gr,K01589_fitch.gr,17,0.002834320068359375
1992,K03636_fitch.gr,K02275_sankoff.gr,7,0.0029196739196777344
1993,K03636_fitch.gr,K06980_sankoff.gr,7,0.002173900604248047
1994,K03636_fitch.gr,K00164_sankoff.gr,7,0.0014984607696533203
1995,K03636_fitch.gr,K03636_fitch.gr,0,0.0015490055084228516
1996,K03636_fitch.gr,K02257_fitch.gr,6,0.0018591880798339844
1997,K03636_fitch.gr,K21636_sankoff.gr,10,0.002572298049926758
1998,K03636_fitch.gr,K01638_sankoff.gr,8,0.0023653507232666016
1999,K03636_fitch.gr,K01255_sankoff.gr,10,0.0017495155334472656
2000,K03636_fitch.gr,K00228_sankoff.gr,6,0.0016067028045654297
2001,K03636_fitch.gr,K02276_sankoff.gr,7,0.0013933181762695312
2002,K03636_fitch.gr,K02823_sankoff.gr,8,0.002988100051879883
2003,K03636_fitch.gr,K02276_genesis.gr,7,0.002778291702270508
2004,K03636_fitch.gr,K01669_fitch.gr,12,0.0022225379943847656
2005,K03636_fitch.gr,K01669_sankoff.gr,11,0.0016138553619384766
2006,K03636_fitch.gr,K03074_sankoff.gr,6,0.0019893646240234375
2007,K03636_fitch.gr,K07133_sankoff.gr,13,0.0020525455474853516
2008,K03636_fitch.gr,K08303_sankoff.gr,10,0.0019674301147460938
2009,K03636_fitch.gr,K03636_genesis.gr,9,0.002357959747314453
2010,K03636_fitch.gr,K04068_sankoff.gr,11,0.001804351806640625
2011,K03636_fitch.gr,K02275_genesis.gr,7,0.0015914440155029297
2012,K03636_fitch.gr,K00632_fitch.gr,13,0.001455545425415039
2013,K03636_fitch.gr,K13628_fitch.gr,7,0.0016276836395263672
2014,K03636_fitch.gr,K00254_fitch.gr,8,0.0018622875213623047
2015,K03636_fitch.gr,K00164_genesis.gr,7,0.0024111270904541016
2016,K03636_fitch.gr,K01011_genesis.gr,8,0.0015246868133544922
2017,K03636_fitch.gr,K00135_sankoff.gr,12,0.0016951560974121094
2018,K03636_fitch.gr,K01772_genesis.gr,11,0.001432180404663086
2019,K03636_fitch.gr,K06886_fitch.gr,6,0.0031709671020507812
2020,K03636_fitch.gr,K02259_sankoff.gr,8,0.002724170684814453
2021,K03636_fitch.gr,K21636_fitch.gr,14,0.0018296241760253906
2022,K03636_fitch.gr,K02257_genesis.gr,8,0.0015566349029541016
2023,K03636_fitch.gr,K03179_sankoff.gr,9,0.0014541149139404297
2024,K03636_fitch.gr,K00627_genesis.gr,8,0.0022623538970947266
2025,K03636_fitch.gr,K07133_fitch.gr,16,0.00411677360534668
2026,K03636_fitch.gr,K01255_fitch.gr,12,0.003607034683227539
2027,K03636_fitch.gr,K02221_fitch.gr,14,0.002384662628173828
2028,K03636_fitch.gr,K08303_fitch.gr,17,0.001781463623046875
2029,K03636_fitch.gr,K01011_fitch.gr,12,0.0021653175354003906
2030,K03636_fitch.gr,K07152_fitch.gr,8,0.002288341522216797
2031,K03636_fitch.gr,K00228_genesis.gr,6,0.0015289783477783203
2032,K03636_fitch.gr,K00162_sankoff.gr,9,0.0015380382537841797
2033,K03636_fitch.gr,K03737_sankoff.gr,7,0.0014376640319824219
2034,K03636_fitch.gr,K07146_genesis.gr,7,0.0027294158935546875
2035,K03636_fitch.gr,K03667_genesis.gr,8,0.002418994903564453
2036,K03636_fitch.gr,K03635_genesis.gr,9,0.0018100738525390625
2037,K03636_fitch.gr,K00262_genesis.gr,7,0.0016531944274902344
2038,K03636_fitch.gr,K17828_fitch.gr,15,0.001470327377319336
2039,K03636_fitch.gr,K01255_genesis.gr,6,0.003094911575317383
2040,K03636_fitch.gr,K01772_sankoff.gr,12,0.002752542495727539
2041,K03636_fitch.gr,K00573_fitch.gr,6,0.002032041549682617
2042,K03636_fitch.gr,K01589_sankoff.gr,11,0.0016047954559326172
2043,K03636_fitch.gr,K01419_sankoff.gr,8,0.0015490055084228516
2044,K03636_fitch.gr,K06886_sankoff.gr,8,0.0014786720275878906
2045,K03636_fitch.gr,K01493_genesis.gr,6,0.0016512870788574219
2046,K03636_fitch.gr,K03074_fitch.gr,13,0.004973173141479492
2047,K03636_fitch.gr,K21636_genesis.gr,8,0.003184795379638672
2048,K03636_fitch.gr,K03179_fitch.gr,9,0.002107858657836914
2049,K03636_fitch.gr,K08303_genesis.gr,8,0.0018935203552246094
2050,K03636_fitch.gr,K00228_fitch.gr,6,0.004411458969116211
2051,K03636_fitch.gr,K07133_genesis.gr,13,0.0032291412353515625
2052,K03636_fitch.gr,K01903_fitch.gr,11,0.0018877983093261719
2053,K03636_fitch.gr,K02257_sankoff.gr,8,0.0017049312591552734
2054,K03636_fitch.gr,K03635_sankoff.gr,8,0.004816770553588867
2055,K03636_fitch.gr,K00627_fitch.gr,6,0.0032112598419189453
2056,K03636_fitch.gr,K01493_fitch.gr,12,0.0018835067749023438
2057,K03636_fitch.gr,K02823_fitch.gr,15,0.0015337467193603516
2058,K03636_fitch.gr,K07152_genesis.gr,8,0.0014979839324951172
2059,K03636_fitch.gr,K03636_sankoff.gr,8,0.0014362335205078125
2060,K03636_fitch.gr,K02259_genesis.gr,8,0.0014941692352294922
2061,K03636_fitch.gr,K00161_genesis.gr,9,0.0016107559204101562
2062,K03636_fitch.gr,K01011_sankoff.gr,9,0.0016903877258300781
2063,K03636_fitch.gr,K01724_fitch.gr,9,0.0043430328369140625
2064,K03636_fitch.gr,K03667_fitch.gr,8,0.0031507015228271484
2065,K03636_fitch.gr,K00135_genesis.gr,9,0.001874685287475586
2066,K03636_fitch.gr,K00573_sankoff.gr,6,0.0018665790557861328
2067,K03636_fitch.gr,K01903_genesis.gr,10,0.0013935565948486328
2068,K03636_fitch.gr,K03737_fitch.gr,16,0.0015134811401367188
2069,K03636_fitch.gr,K13628_sankoff.gr,7,0.004281282424926758
2070,K03636_fitch.gr,K06886_genesis.gr,8,0.003153085708618164
2071,K03636_fitch.gr,K04068_genesis.gr,8,0.0018465518951416016
2072,K03636_fitch.gr,K02275_fitch.gr,7,0.0016951560974121094
2073,K03636_fitch.gr,K01638_fitch.gr,8,0.004933595657348633
2074,K03636_fitch.gr,K07152_sankoff.gr,8,0.0031926631927490234
2075,K03636_fitch.gr,K01724_sankoff.gr,9,0.0019354820251464844
2076,K03636_fitch.gr,K01493_sankoff.gr,7,0.0016622543334960938
2077,K03636_fitch.gr,K00161_sankoff.gr,9,0.004775524139404297
2078,K03636_fitch.gr,K17828_genesis.gr,7,0.0031876564025878906
2079,K03636_fitch.gr,K02823_genesis.gr,7,0.0020825862884521484
2080,K03636_fitch.gr,K17828_sankoff.gr,8,0.0016736984252929688
2081,K03636_fitch.gr,K00164_fitch.gr,7,0.003895282745361328
2082,K03636_fitch.gr,K02274_fitch.gr,7,0.003418445587158203
2083,K03636_fitch.gr,K00632_genesis.gr,8,0.002325773239135742
2084,K03636_fitch.gr,K03980_genesis.gr,6,0.0016438961029052734
2085,K03636_fitch.gr,K00627_sankoff.gr,8,0.0028352737426757812
2086,K03636_fitch.gr,K02274_genesis.gr,7,0.003930330276489258
2087,K03636_fitch.gr,K03635_fitch.gr,8,0.0027773380279541016
2088,K03636_fitch.gr,K07146_fitch.gr,5,0.0022840499877929688
2089,K03636_fitch.gr,K03820_sankoff.gr,9,0.0018808841705322266
2090,K03636_fitch.gr,K00135_fitch.gr,17,0.0015294551849365234
2091,K03636_fitch.gr,K01669_genesis.gr,8,0.0021927356719970703
2092,K03636_fitch.gr,K03179_genesis.gr,9,0.0014028549194335938
2093,K03636_fitch.gr,K00162_genesis.gr,9,0.0013763904571533203
2094,K03636_fitch.gr,K00161_fitch.gr,9,0.002859830856323242
2095,K03636_fitch.gr,K13628_genesis.gr,7,0.003315448760986328
2096,K03636_fitch.gr,K01724_genesis.gr,9,0.0016283988952636719
2097,K03636_fitch.gr,K03980_fitch.gr,14,0.0015764236450195312
2098,K03636_fitch.gr,K02221_sankoff.gr,8,0.001462697982788086
2099,K03636_fitch.gr,K03820_fitch.gr,15,0.0017342567443847656
2100,K03636_fitch.gr,K01903_sankoff.gr,11,0.0027642250061035156
2101,K03636_fitch.gr,K02259_fitch.gr,6,0.0021209716796875
2102,K03636_fitch.gr,K00632_sankoff.gr,9,0.0015244483947753906
2103,K03636_fitch.gr,K03820_genesis.gr,6,0.0015866756439208984
2104,K03636_fitch.gr,K06980_genesis.gr,7,0.0014774799346923828
2105,K03636_fitch.gr,K04068_fitch.gr,15,0.0017364025115966797
2106,K03636_fitch.gr,K01589_genesis.gr,10,0.002927541732788086
2107,K03636_fitch.gr,K01772_fitch.gr,10,0.002103567123413086
2108,K03636_fitch.gr,K00254_sankoff.gr,8,0.0014770030975341797
2109,K03636_fitch.gr,K00162_fitch.gr,9,0.001485586166381836
2110,K03636_fitch.gr,K02274_sankoff.gr,7,0.0014722347259521484
2111,K03636_fitch.gr,K03667_sankoff.gr,8,0.001672506332397461
2112,K02257_fitch.gr,K00262_sankoff.gr,7,0.002758026123046875
2113,K02257_fitch.gr,K00254_genesis.gr,8,0.002156972885131836
2114,K02257_fitch.gr,K01419_fitch.gr,8,0.0015621185302734375
2115,K02257_fitch.gr,K01638_genesis.gr,5,0.0014801025390625
2116,K02257_fitch.gr,K02276_fitch.gr,3,0.0019538402557373047
2117,K02257_fitch.gr,K00573_genesis.gr,6,0.0024743080139160156
2118,K02257_fitch.gr,K07146_sankoff.gr,5,0.002292156219482422
2119,K02257_fitch.gr,K00262_fitch.gr,15,0.0016705989837646484
2120,K02257_fitch.gr,K06980_fitch.gr,3,0.0016558170318603516
2121,K02257_fitch.gr,K01419_genesis.gr,8,0.0015530586242675781
2122,K02257_fitch.gr,K03980_sankoff.gr,4,0.0025377273559570312
2123,K02257_fitch.gr,K01589_fitch.gr,15,0.0024890899658203125
2124,K02257_fitch.gr,K02275_sankoff.gr,5,0.0017528533935546875
2125,K02257_fitch.gr,K06980_sankoff.gr,5,0.0017070770263671875
2126,K02257_fitch.gr,K00164_sankoff.gr,5,0.002421855926513672
2127,K02257_fitch.gr,K03636_fitch.gr,6,0.002616405487060547
2128,K02257_fitch.gr,K02257_fitch.gr,0,0.002241373062133789
2129,K02257_fitch.gr,K21636_sankoff.gr,8,0.0016918182373046875
2130,K02257_fitch.gr,K01638_sankoff.gr,6,0.0016987323760986328
2131,K02257_fitch.gr,K01255_sankoff.gr,8,0.0019783973693847656
2132,K02257_fitch.gr,K00228_sankoff.gr,4,0.001722097396850586
2133,K02257_fitch.gr,K02276_sankoff.gr,5,0.0035490989685058594
2134,K02257_fitch.gr,K02823_sankoff.gr,6,0.0034437179565429688
2135,K02257_fitch.gr,K02276_genesis.gr,5,0.0025539398193359375
2136,K02257_fitch.gr,K01669_fitch.gr,10,0.0017151832580566406
2137,K02257_fitch.gr,K01669_sankoff.gr,9,0.001975536346435547
2138,K02257_fitch.gr,K03074_sankoff.gr,4,0.004067420959472656
2139,K02257_fitch.gr,K07133_sankoff.gr,11,0.003493785858154297
2140,K02257_fitch.gr,K08303_sankoff.gr,8,0.0028831958770751953
2141,K02257_fitch.gr,K03636_genesis.gr,7,0.0014219284057617188
2142,K02257_fitch.gr,K04068_sankoff.gr,9,0.002275228500366211
2143,K02257_fitch.gr,K02275_genesis.gr,5,0.0013239383697509766
2144,K02257_fitch.gr,K00632_fitch.gr,11,0.0013589859008789062
2145,K02257_fitch.gr,K13628_fitch.gr,5,0.001560211181640625
2146,K02257_fitch.gr,K00254_fitch.gr,8,0.0018413066864013672
2147,K02257_fitch.gr,K00164_genesis.gr,5,0.002588510513305664
2148,K02257_fitch.gr,K01011_genesis.gr,6,0.001997709274291992
2149,K02257_fitch.gr,K00135_sankoff.gr,12,0.0015878677368164062
2150,K02257_fitch.gr,K01772_genesis.gr,9,0.0015025138854980469
2151,K02257_fitch.gr,K06886_fitch.gr,0,0.0015461444854736328
2152,K02257_fitch.gr,K02259_sankoff.gr,6,0.0015070438385009766
2153,K02257_fitch.gr,K21636_fitch.gr,12,0.0027687549591064453
2154,K02257_fitch.gr,K02257_genesis.gr,6,0.0019752979278564453
2155,K02257_fitch.gr,K03179_sankoff.gr,9,0.001550912857055664
2156,K02257_fitch.gr,K00627_genesis.gr,6,0.0014750957489013672
2157,K02257_fitch.gr,K07133_fitch.gr,14,0.002707958221435547
2158,K02257_fitch.gr,K01255_fitch.gr,8,0.002782583236694336
2159,K02257_fitch.gr,K02221_fitch.gr,12,0.0020711421966552734
2160,K02257_fitch.gr,K08303_fitch.gr,15,0.001519918441772461
2161,K02257_fitch.gr,K01011_fitch.gr,8,0.001500844955444336
2162,K02257_fitch.gr,K07152_fitch.gr,6,0.0016107559204101562
2163,K02257_fitch.gr,K00228_genesis.gr,4,0.002467632293701172
2164,K02257_fitch.gr,K00162_sankoff.gr,7,0.002411365509033203
2165,K02257_fitch.gr,K03737_sankoff.gr,5,0.0015876293182373047
2166,K02257_fitch.gr,K07146_genesis.gr,1,0.0016314983367919922
2167,K02257_fitch.gr,K03667_genesis.gr,8,0.0013587474822998047
2168,K02257_fitch.gr,K03635_genesis.gr,7,0.0030066967010498047
2169,K02257_fitch.gr,K00262_genesis.gr,5,0.002770662307739258
2170,K02257_fitch.gr,K17828_fitch.gr,13,0.0021741390228271484
2171,K02257_fitch.gr,K01255_genesis.gr,4,0.001382589340209961
2172,K02257_fitch.gr,K01772_sankoff.gr,10,0.0015289783477783203
2173,K02257_fitch.gr,K00573_fitch.gr,6,0.001752614974975586
2174,K02257_fitch.gr,K01589_sankoff.gr,9,0.0025882720947265625
2175,K02257_fitch.gr,K01419_sankoff.gr,8,0.00214385986328125
2176,K02257_fitch.gr,K06886_sankoff.gr,6,0.0014870166778564453
2177,K02257_fitch.gr,K01493_genesis.gr,4,0.0014693737030029297
2178,K02257_fitch.gr,K03074_fitch.gr,13,0.0015113353729248047
2179,K02257_fitch.gr,K21636_genesis.gr,6,0.0030150413513183594
2180,K02257_fitch.gr,K03179_fitch.gr,9,0.002552509307861328
2181,K02257_fitch.gr,K08303_genesis.gr,6,0.0019829273223876953
2182,K02257_fitch.gr,K00228_fitch.gr,4,0.0014526844024658203
2183,K02257_fitch.gr,K07133_genesis.gr,11,0.0016493797302246094
2184,K02257_fitch.gr,K01903_fitch.gr,9,0.0025424957275390625
2185,K02257_fitch.gr,K02257_sankoff.gr,6,0.0024836063385009766
2186,K02257_fitch.gr,K03635_sankoff.gr,8,0.0020608901977539062
2187,K02257_fitch.gr,K00627_fitch.gr,0,0.001814126968383789
2188,K02257_fitch.gr,K01493_fitch.gr,10,0.002271890640258789
2189,K02257_fitch.gr,K02823_fitch.gr,13,0.0028755664825439453
2190,K02257_fitch.gr,K07152_genesis.gr,6,0.002547740936279297
2191,K02257_fitch.gr,K03636_sankoff.gr,8,0.0020377635955810547
2192,K02257_fitch.gr,K02259_genesis.gr,6,0.0014607906341552734
2193,K02257_fitch.gr,K00161_genesis.gr,7,0.0015170574188232422
2194,K02257_fitch.gr,K01011_sankoff.gr,7,0.0015993118286132812
2195,K02257_fitch.gr,K01724_fitch.gr,7,0.0025625228881835938
2196,K02257_fitch.gr,K03667_fitch.gr,8,0.002279520034790039
2197,K02257_fitch.gr,K00135_genesis.gr,7,0.0018093585968017578
2198,K02257_fitch.gr,K00573_sankoff.gr,6,0.0015723705291748047
2199,K02257_fitch.gr,K01903_genesis.gr,8,0.0013720989227294922
2200,K02257_fitch.gr,K03737_fitch.gr,14,0.0030601024627685547
2201,K02257_fitch.gr,K13628_sankoff.gr,5,0.0024864673614501953
2202,K02257_fitch.gr,K06886_genesis.gr,6,0.002071857452392578
2203,K02257_fitch.gr,K04068_genesis.gr,6,0.001489877700805664
2204,K02257_fitch.gr,K02275_fitch.gr,3,0.0019412040710449219
2205,K02257_fitch.gr,K01638_fitch.gr,6,0.0030951499938964844
2206,K02257_fitch.gr,K07152_sankoff.gr,6,0.0032529830932617188
2207,K02257_fitch.gr,K01724_sankoff.gr,7,0.002029895782470703
2208,K02257_fitch.gr,K01493_sankoff.gr,5,0.001512765884399414
2209,K02257_fitch.gr,K00161_sankoff.gr,7,0.0015556812286376953
2210,K02257_fitch.gr,K17828_genesis.gr,5,0.002048969268798828
2211,K02257_fitch.gr,K02823_genesis.gr,5,0.0023326873779296875
2212,K02257_fitch.gr,K17828_sankoff.gr,6,0.003556966781616211
2213,K02257_fitch.gr,K00164_fitch.gr,5,0.0028617382049560547
2214,K02257_fitch.gr,K02274_fitch.gr,3,0.0017571449279785156
2215,K02257_fitch.gr,K00632_genesis.gr,6,0.001546621322631836
2216,K02257_fitch.gr,K03980_genesis.gr,4,0.0024831295013427734
2217,K02257_fitch.gr,K00627_sankoff.gr,6,0.0019223690032958984
2218,K02257_fitch.gr,K02274_genesis.gr,5,0.0015194416046142578
2219,K02257_fitch.gr,K03635_fitch.gr,12,0.0014209747314453125
2220,K02257_fitch.gr,K07146_fitch.gr,5,0.002955913543701172
2221,K02257_fitch.gr,K03820_sankoff.gr,7,0.0025091171264648438
2222,K02257_fitch.gr,K00135_fitch.gr,13,0.0021097660064697266
2223,K02257_fitch.gr,K01669_genesis.gr,6,0.00146484375
2224,K02257_fitch.gr,K03179_genesis.gr,9,0.001542806625366211
2225,K02257_fitch.gr,K00162_genesis.gr,7,0.0017292499542236328
2226,K02257_fitch.gr,K00161_fitch.gr,7,0.002561807632446289
2227,K02257_fitch.gr,K13628_genesis.gr,5,0.0022194385528564453
2228,K02257_fitch.gr,K01724_genesis.gr,7,0.0017361640930175781
2229,K02257_fitch.gr,K03980_fitch.gr,12,0.0016942024230957031
2230,K02257_fitch.gr,K02221_sankoff.gr,6,0.00135040283203125
2231,K02257_fitch.gr,K03820_fitch.gr,13,0.003072500228881836
2232,K02257_fitch.gr,K01903_sankoff.gr,9,0.002628803253173828
2233,K02257_fitch.gr,K02259_fitch.gr,0,0.0020904541015625
2234,K02257_fitch.gr,K00632_sankoff.gr,7,0.0014698505401611328
2235,K02257_fitch.gr,K03820_genesis.gr,4,0.0014941692352294922
